step h2o_in-box h2o_in-solv cd_in-box cd_in-solv
0 989 2011 0 0
5000 1007 1993 0 0
10000 1009 1991 0 0
15000 1014 1986 0 0
20000 1029 1971 0 0
25000 1032 1968 0 0
30000 1029 1971 0 0
35000 1036 1964 0 0
40000 1041 1959 0 0
45000 1049 1951 0 0
50000 1045 1955 0 0
55000 1042 1958 0 0
60000 1051 1949 0 0
65000 1045 1955 0 0
70000 1048 1952 0 0
75000 1054 1946 0 0
80000 1066 1934 0 0
85000 1053 1947 0 0
90000 1059 1941 0 0
95000 1057 1943 0 0
100000 1059 1941 0 0
105000 1056 1944 0 0
110000 1071 1929 0 0
115000 1081 1919 0 0
120000 1076 1924 0 0
125000 1085 1915 0 0
130000 1085 1915 0 0
135000 1089 1911 0 0
140000 1097 1903 0 0
145000 1103 1897 0 0
150000 1097 1903 0 0
155000 1100 1900 0 0
160000 1102 1898 0 0
165000 1103 1897 0 0
170000 1109 1891 0 0
175000 1106 1894 0 0
180000 1111 1889 0 0
185000 1109 1891 0 0
190000 1117 1883 0 0
195000 1113 1887 0 0
200000 1117 1883 0 0
205000 1116 1884 0 0
210000 1109 1891 0 0
215000 1113 1887 0 0
220000 1119 1881 0 0
225000 1111 1889 0 0
230000 1118 1882 0 0
235000 1124 1876 0 0
240000 1126 1874 0 0
245000 1116 1884 0 0
250000 1132 1868 0 0
255000 1127 1873 0 0
260000 1130 1870 0 0
265000 1126 1874 0 0
270000 1131 1869 0 0
275000 1132 1868 0 0
280000 1139 1861 0 0
285000 1120 1880 0 0
290000 1125 1875 0 0
295000 1133 1867 0 0
300000 1139 1861 0 0
305000 1141 1859 0 0
310000 1138 1862 0 0
315000 1134 1866 0 0
320000 1129 1871 0 0
325000 1141 1859 0 0
330000 1140 1860 0 0
335000 1134 1866 0 0
340000 1137 1863 0 0
345000 1131 1869 0 0
350000 1135 1865 0 0
355000 1130 1870 0 0
360000 1137 1863 0 0
365000 1143 1857 0 0
370000 1142 1858 0 0
375000 1150 1850 0 0
380000 1146 1854 0 0
385000 1132 1868 0 0
390000 1152 1848 0 0
395000 1152 1848 0 0
400000 1140 1860 0 0
405000 1147 1853 0 0
410000 1154 1846 0 0
415000 1152 1848 0 0
420000 1150 1850 0 0
425000 1154 1846 0 0
430000 1164 1836 0 0
435000 1165 1835 0 0
440000 1168 1832 0 0
445000 1172 1828 0 0
450000 1180 1820 0 0
455000 1186 1814 0 0
460000 1179 1821 0 0
465000 1179 1821 0 0
470000 1178 1822 0 0
475000 1181 1819 0 0
480000 1180 1820 0 0
485000 1188 1812 0 0
490000 1186 1814 0 0
495000 1189 1811 0 0
500000 1181 1819 0 0
505000 1181 1819 0 0
510000 1195 1805 0 0
515000 1180 1820 0 0
520000 1184 1816 0 0
525000 1194 1806 0 0
530000 1191 1809 0 0
535000 1178 1822 0 0
540000 1192 1808 0 0
545000 1198 1802 0 0
550000 1206 1794 0 0
555000 1210 1790 0 0
560000 1203 1797 0 0
565000 1206 1794 0 0
570000 1211 1789 0 0
575000 1212 1788 0 0
580000 1205 1795 0 0
585000 1209 1791 0 0
590000 1210 1790 0 0
595000 1211 1789 0 0
600000 1199 1801 0 0
605000 1213 1787 0 0
610000 1203 1797 0 0
615000 1212 1788 0 0
620000 1208 1792 0 0
625000 1215 1785 0 0
630000 1214 1786 0 0
635000 1206 1794 0 0
640000 1198 1802 0 0
645000 1211 1789 0 0
650000 1208 1792 0 0
655000 1212 1788 0 0
660000 1212 1788 0 0
665000 1205 1795 0 0
670000 1206 1794 0 0
675000 1210 1790 0 0
680000 1204 1796 0 0
685000 1204 1796 0 0
690000 1198 1802 0 0
695000 1204 1796 0 0
700000 1206 1794 0 0
705000 1204 1796 0 0
710000 1214 1786 0 0
715000 1205 1795 0 0
720000 1212 1788 0 0
725000 1208 1792 0 0
730000 1207 1793 0 0
735000 1210 1790 0 0
740000 1212 1788 0 0
745000 1214 1786 0 0
750000 1225 1775 0 0
755000 1215 1785 0 0
760000 1216 1784 0 0
765000 1221 1779 0 0
770000 1209 1791 0 0
775000 1225 1775 0 0
780000 1219 1781 0 0
785000 1218 1782 0 0
790000 1212 1788 0 0
795000 1218 1782 0 0
800000 1219 1781 0 0
805000 1215 1785 0 0
810000 1229 1771 0 0
815000 1217 1783 0 0
820000 1220 1780 0 0
825000 1224 1776 0 0
830000 1226 1774 0 0
835000 1226 1774 0 0
840000 1223 1777 0 0
845000 1218 1782 0 0
850000 1221 1779 0 0
855000 1225 1775 0 0
860000 1217 1783 0 0
865000 1216 1784 0 0
870000 1227 1773 0 0
875000 1225 1775 0 0
880000 1224 1776 0 0
885000 1225 1775 0 0
890000 1221 1779 0 0
895000 1237 1763 0 0
900000 1237 1763 0 0
905000 1227 1773 0 0
910000 1230 1770 0 0
915000 1237 1763 0 0
920000 1233 1767 0 0
925000 1227 1773 0 0
930000 1229 1771 0 0
935000 1228 1772 0 0
940000 1225 1775 0 0
945000 1232 1768 0 0
950000 1227 1773 0 0
955000 1232 1768 0 0
960000 1226 1774 0 0
965000 1233 1767 0 0
970000 1235 1765 0 0
975000 1236 1764 0 0
980000 1231 1769 0 0
985000 1235 1765 0 0
990000 1233 1767 0 0
995000 1238 1762 0 0
1000000 1232 1768 0 0
