step h2o_in-box h2o_in-solv cd_in-box cd_in-solv
0 1330 1670 0 0
5000 1380 1620 0 0
10000 1436 1564 0 0
15000 1435 1565 0 0
20000 1444 1556 0 0
25000 1440 1560 0 0
30000 1464 1536 0 0
35000 1477 1523 0 0
40000 1488 1512 0 0
45000 1481 1519 0 0
50000 1504 1496 0 0
55000 1525 1475 0 0
60000 1529 1471 0 0
65000 1540 1460 0 0
70000 1537 1463 0 0
75000 1561 1439 0 0
80000 1575 1425 0 0
85000 1578 1422 0 0
90000 1593 1407 0 0
95000 1607 1393 0 0
100000 1609 1391 0 0
105000 1602 1398 0 0
110000 1619 1381 0 0
115000 1627 1373 0 0
120000 1635 1365 0 0
125000 1631 1369 0 0
130000 1623 1377 0 0
135000 1636 1364 0 0
140000 1624 1376 0 0
145000 1618 1382 0 0
150000 1616 1384 0 0
155000 1614 1386 0 0
160000 1615 1385 0 0
165000 1619 1381 0 0
170000 1643 1357 0 0
175000 1639 1361 0 0
180000 1646 1354 0 0
185000 1639 1361 0 0
190000 1649 1351 0 0
195000 1650 1350 0 0
200000 1652 1348 0 0
205000 1668 1332 0 0
210000 1662 1338 0 0
215000 1665 1335 0 0
220000 1663 1337 0 0
225000 1684 1316 0 0
230000 1690 1310 0 0
235000 1699 1301 0 0
240000 1694 1306 0 0
245000 1706 1294 0 0
250000 1699 1301 0 0
255000 1696 1304 0 0
260000 1698 1302 0 0
265000 1713 1287 0 0
270000 1705 1295 0 0
275000 1696 1304 0 0
280000 1713 1287 0 0
285000 1700 1300 0 0
290000 1705 1295 0 0
295000 1718 1282 0 0
300000 1693 1307 0 0
305000 1695 1305 0 0
310000 1705 1295 0 0
315000 1693 1307 0 0
320000 1701 1299 0 0
325000 1726 1274 0 0
330000 1722 1278 0 0
335000 1722 1278 0 0
340000 1734 1266 0 0
345000 1742 1258 0 0
350000 1719 1281 0 0
355000 1718 1282 0 0
360000 1726 1274 0 0
365000 1726 1274 0 0
370000 1734 1266 0 0
375000 1732 1268 0 0
380000 1738 1262 0 0
385000 1726 1274 0 0
390000 1737 1263 0 0
395000 1748 1252 0 0
400000 1753 1247 0 0
405000 1757 1243 0 0
410000 1728 1272 0 0
415000 1746 1254 0 0
420000 1739 1261 0 0
425000 1745 1255 0 0
430000 1749 1251 0 0
435000 1749 1251 0 0
440000 1750 1250 0 0
445000 1742 1258 0 0
450000 1741 1259 0 0
455000 1742 1258 0 0
460000 1763 1237 0 0
465000 1750 1250 0 0
470000 1748 1252 0 0
475000 1753 1247 0 0
480000 1758 1242 0 0
485000 1748 1252 0 0
490000 1750 1250 0 0
495000 1762 1238 0 0
500000 1745 1255 0 0
505000 1767 1233 0 0
510000 1759 1241 0 0
515000 1757 1243 0 0
520000 1773 1227 0 0
525000 1769 1231 0 0
530000 1768 1232 0 0
535000 1773 1227 0 0
540000 1753 1247 0 0
545000 1767 1233 0 0
550000 1771 1229 0 0
555000 1756 1244 0 0
560000 1753 1247 0 0
565000 1757 1243 0 0
570000 1761 1239 0 0
575000 1763 1237 0 0
580000 1768 1232 0 0
585000 1772 1228 0 0
590000 1777 1223 0 0
595000 1753 1247 0 0
600000 1780 1220 0 0
605000 1783 1217 0 0
610000 1794 1206 0 0
615000 1788 1212 0 0
620000 1774 1226 0 0
625000 1762 1238 0 0
630000 1768 1232 0 0
635000 1785 1215 0 0
640000 1772 1228 0 0
645000 1777 1223 0 0
650000 1770 1230 0 0
655000 1785 1215 0 0
660000 1788 1212 0 0
665000 1779 1221 0 0
670000 1761 1239 0 0
675000 1772 1228 0 0
680000 1774 1226 0 0
685000 1776 1224 0 0
690000 1766 1234 0 0
695000 1772 1228 0 0
700000 1759 1241 0 0
705000 1753 1247 0 0
710000 1762 1238 0 0
715000 1778 1222 0 0
720000 1773 1227 0 0
725000 1773 1227 0 0
730000 1793 1207 0 0
735000 1795 1205 0 0
740000 1795 1205 0 0
745000 1780 1220 0 0
750000 1780 1220 0 0
755000 1785 1215 0 0
760000 1783 1217 0 0
765000 1792 1208 0 0
770000 1792 1208 0 0
775000 1788 1212 0 0
780000 1788 1212 0 0
785000 1776 1224 0 0
790000 1776 1224 0 0
795000 1782 1218 0 0
800000 1777 1223 0 0
805000 1778 1222 0 0
810000 1790 1210 0 0
815000 1774 1226 0 0
820000 1778 1222 0 0
825000 1762 1238 0 0
830000 1776 1224 0 0
835000 1771 1229 0 0
840000 1771 1229 0 0
845000 1777 1223 0 0
850000 1790 1210 0 0
855000 1785 1215 0 0
860000 1780 1220 0 0
865000 1786 1214 0 0
870000 1768 1232 0 0
875000 1784 1216 0 0
880000 1781 1219 0 0
885000 1789 1211 0 0
890000 1765 1235 0 0
895000 1780 1220 0 0
900000 1783 1217 0 0
905000 1770 1230 0 0
910000 1784 1216 0 0
915000 1774 1226 0 0
920000 1771 1229 0 0
925000 1770 1230 0 0
930000 1783 1217 0 0
935000 1768 1232 0 0
940000 1786 1214 0 0
945000 1782 1218 0 0
950000 1781 1219 0 0
955000 1771 1229 0 0
960000 1775 1225 0 0
965000 1782 1218 0 0
970000 1770 1230 0 0
975000 1781 1219 0 0
980000 1769 1231 0 0
985000 1781 1219 0 0
990000 1781 1219 0 0
995000 1792 1208 0 0
1000000 1783 1217 0 0
