step h2o_in-box h2o_in-solv cd_in-box cd_in-solv
0 725 2275 0 0
5000 725 2275 0 0
10000 717 2283 0 0
15000 722 2278 0 0
20000 726 2274 0 0
25000 723 2277 0 0
30000 724 2276 0 0
35000 728 2272 0 0
40000 720 2280 0 0
45000 722 2278 0 0
50000 722 2278 0 0
55000 723 2277 0 0
60000 729 2271 0 0
65000 713 2287 0 0
70000 720 2280 0 0
75000 723 2277 0 0
80000 723 2277 0 0
85000 724 2276 0 0
90000 723 2277 0 0
95000 728 2272 0 0
100000 713 2287 0 0
105000 720 2280 0 0
110000 724 2276 0 0
115000 726 2274 0 0
120000 735 2265 0 0
125000 723 2277 0 0
130000 724 2276 0 0
135000 723 2277 0 0
140000 725 2275 0 0
145000 726 2274 0 0
150000 720 2280 0 0
155000 725 2275 0 0
160000 729 2271 0 0
165000 722 2278 0 0
170000 730 2270 0 0
175000 726 2274 0 0
180000 734 2266 0 0
185000 726 2274 0 0
190000 722 2278 0 0
195000 729 2271 0 0
200000 729 2271 0 0
205000 732 2268 0 0
210000 724 2276 0 0
215000 727 2273 0 0
220000 729 2271 0 0
225000 726 2274 0 0
230000 722 2278 0 0
235000 731 2269 0 0
240000 727 2273 0 0
245000 729 2271 0 0
250000 724 2276 0 0
255000 728 2272 0 0
260000 725 2275 0 0
265000 727 2273 0 0
270000 733 2267 0 0
275000 729 2271 0 0
280000 737 2263 0 0
285000 731 2269 0 0
290000 726 2274 0 0
295000 724 2276 0 0
300000 727 2273 0 0
305000 731 2269 0 0
310000 731 2269 0 0
315000 731 2269 0 0
320000 728 2272 0 0
325000 727 2273 0 0
330000 727 2273 0 0
335000 727 2273 0 0
340000 728 2272 0 0
345000 729 2271 0 0
350000 723 2277 0 0
355000 726 2274 0 0
360000 732 2268 0 0
365000 728 2272 0 0
370000 731 2269 0 0
375000 731 2269 0 0
380000 724 2276 0 0
385000 726 2274 0 0
390000 730 2270 0 0
395000 726 2274 0 0
400000 729 2271 0 0
405000 726 2274 0 0
410000 725 2275 0 0
415000 724 2276 0 0
420000 726 2274 0 0
425000 734 2266 0 0
430000 724 2276 0 0
435000 727 2273 0 0
440000 732 2268 0 0
445000 730 2270 0 0
450000 731 2269 0 0
455000 731 2269 0 0
460000 724 2276 0 0
465000 722 2278 0 0
470000 725 2275 0 0
475000 724 2276 0 0
480000 720 2280 0 0
485000 738 2262 0 0
490000 728 2272 0 0
495000 723 2277 0 0
500000 728 2272 0 0
505000 731 2269 0 0
510000 728 2272 0 0
515000 735 2265 0 0
520000 728 2272 0 0
525000 723 2277 0 0
530000 725 2275 0 0
535000 723 2277 0 0
540000 732 2268 0 0
545000 726 2274 0 0
550000 727 2273 0 0
555000 721 2279 0 0
560000 726 2274 0 0
565000 728 2272 0 0
570000 733 2267 0 0
575000 727 2273 0 0
580000 730 2270 0 0
585000 726 2274 0 0
590000 724 2276 0 0
595000 725 2275 0 0
600000 726 2274 0 0
605000 722 2278 0 0
610000 729 2271 0 0
615000 731 2269 0 0
620000 726 2274 0 0
625000 727 2273 0 0
630000 732 2268 0 0
635000 730 2270 0 0
640000 728 2272 0 0
645000 725 2275 0 0
650000 729 2271 0 0
655000 728 2272 0 0
660000 729 2271 0 0
665000 724 2276 0 0
670000 734 2266 0 0
675000 735 2265 0 0
680000 730 2270 0 0
685000 726 2274 0 0
690000 729 2271 0 0
695000 735 2265 0 0
700000 730 2270 0 0
705000 731 2269 0 0
710000 727 2273 0 0
715000 735 2265 0 0
720000 727 2273 0 0
725000 731 2269 0 0
730000 728 2272 0 0
735000 725 2275 0 0
740000 736 2264 0 0
745000 734 2266 0 0
750000 736 2264 0 0
755000 724 2276 0 0
760000 731 2269 0 0
765000 735 2265 0 0
770000 728 2272 0 0
775000 734 2266 0 0
780000 730 2270 0 0
785000 728 2272 0 0
790000 727 2273 0 0
795000 727 2273 0 0
800000 729 2271 0 0
805000 735 2265 0 0
810000 723 2277 0 0
815000 731 2269 0 0
820000 730 2270 0 0
825000 731 2269 0 0
830000 724 2276 0 0
835000 728 2272 0 0
840000 733 2267 0 0
845000 726 2274 0 0
850000 735 2265 0 0
855000 732 2268 0 0
860000 729 2271 0 0
865000 731 2269 0 0
870000 735 2265 0 0
875000 731 2269 0 0
880000 735 2265 0 0
885000 732 2268 0 0
890000 730 2270 0 0
895000 730 2270 0 0
900000 737 2263 0 0
905000 732 2268 0 0
910000 730 2270 0 0
915000 731 2269 0 0
920000 736 2264 0 0
925000 731 2269 0 0
930000 732 2268 0 0
935000 728 2272 0 0
940000 730 2270 0 0
945000 734 2266 0 0
950000 725 2275 0 0
955000 732 2268 0 0
960000 726 2274 0 0
965000 732 2268 0 0
970000 728 2272 0 0
975000 727 2273 0 0
980000 734 2266 0 0
985000 724 2276 0 0
990000 734 2266 0 0
995000 730 2270 0 0
1000000 730 2270 0 0
