step h2o_in-box h2o_in-solv cd_in-box cd_in-solv
0 1260 1740 16 9
5000 1312 1688 17 8
10000 1311 1689 17 8
15000 1337 1663 17 8
20000 1333 1667 18 7
25000 1339 1661 17 8
30000 1351 1649 18 7
35000 1351 1649 17 8
40000 1356 1644 17 8
45000 1352 1648 18 7
50000 1359 1641 17 8
55000 1354 1646 18 7
60000 1359 1641 17 8
65000 1368 1632 17 8
70000 1367 1633 17 8
75000 1374 1626 17 8
80000 1369 1631 17 8
85000 1378 1622 18 7
90000 1376 1624 18 7
95000 1390 1610 18 7
100000 1391 1609 18 7
105000 1405 1595 18 7
110000 1394 1606 18 7
115000 1414 1586 18 7
120000 1408 1592 18 7
125000 1420 1580 18 7
130000 1414 1586 18 7
135000 1422 1578 18 7
140000 1412 1588 18 7
145000 1421 1579 18 7
150000 1421 1579 18 7
155000 1413 1587 18 7
160000 1417 1583 18 7
165000 1413 1587 18 7
170000 1438 1562 18 7
175000 1438 1562 18 7
180000 1434 1566 18 7
185000 1431 1569 18 7
190000 1430 1570 18 7
195000 1430 1570 18 7
200000 1426 1574 18 7
205000 1430 1570 18 7
210000 1429 1571 18 7
215000 1443 1557 18 7
220000 1444 1556 18 7
225000 1449 1551 18 7
230000 1453 1547 18 7
235000 1446 1554 18 7
240000 1448 1552 18 7
245000 1448 1552 18 7
250000 1443 1557 18 7
255000 1450 1550 18 7
260000 1465 1535 19 6
265000 1456 1544 18 7
270000 1463 1537 18 7
275000 1453 1547 18 7
280000 1453 1547 18 7
285000 1452 1548 18 7
290000 1454 1546 18 7
295000 1463 1537 19 6
300000 1454 1546 19 6
305000 1451 1549 18 7
310000 1455 1545 19 6
315000 1465 1535 18 7
320000 1476 1524 19 6
325000 1467 1533 18 7
330000 1465 1535 19 6
335000 1464 1536 18 7
340000 1462 1538 19 6
345000 1468 1532 19 6
350000 1470 1530 19 6
355000 1471 1529 19 6
360000 1481 1519 19 6
365000 1473 1527 19 6
370000 1476 1524 19 6
375000 1481 1519 19 6
380000 1479 1521 19 6
385000 1467 1533 19 6
390000 1489 1511 19 6
395000 1477 1523 19 6
400000 1487 1513 19 6
405000 1487 1513 19 6
410000 1498 1502 19 6
415000 1493 1507 19 6
420000 1475 1525 19 6
425000 1487 1513 19 6
430000 1485 1515 19 6
435000 1502 1498 19 6
440000 1494 1506 19 6
445000 1494 1506 19 6
450000 1498 1502 19 6
455000 1492 1508 19 6
460000 1482 1518 19 6
465000 1493 1507 19 6
470000 1478 1522 19 6
475000 1486 1514 19 6
480000 1491 1509 19 6
485000 1495 1505 19 6
490000 1497 1503 19 6
495000 1474 1526 19 6
500000 1495 1505 19 6
505000 1496 1504 19 6
510000 1499 1501 19 6
515000 1489 1511 19 6
520000 1495 1505 19 6
525000 1504 1496 19 6
530000 1502 1498 19 6
535000 1502 1498 19 6
540000 1504 1496 19 6
545000 1501 1499 19 6
550000 1503 1497 19 6
555000 1516 1484 19 6
560000 1506 1494 19 6
565000 1511 1489 19 6
570000 1502 1498 19 6
575000 1499 1501 19 6
580000 1509 1491 19 6
585000 1513 1487 19 6
590000 1510 1490 19 6
595000 1508 1492 19 6
600000 1512 1488 19 6
605000 1513 1487 19 6
610000 1520 1480 19 6
615000 1517 1483 19 6
620000 1528 1472 19 6
625000 1523 1477 19 6
630000 1538 1462 19 6
635000 1529 1471 19 6
640000 1531 1469 19 6
645000 1517 1483 19 6
650000 1528 1472 19 6
655000 1532 1468 19 6
660000 1525 1475 19 6
665000 1530 1470 19 6
670000 1527 1473 19 6
675000 1527 1473 19 6
680000 1525 1475 19 6
685000 1521 1479 19 6
690000 1521 1479 19 6
695000 1529 1471 19 6
700000 1517 1483 19 6
705000 1519 1481 19 6
710000 1523 1477 19 6
715000 1534 1466 19 6
720000 1530 1470 19 6
725000 1519 1481 19 6
730000 1518 1482 19 6
735000 1530 1470 19 6
740000 1539 1461 19 6
745000 1540 1460 19 6
750000 1534 1466 19 6
755000 1541 1459 19 6
760000 1537 1463 19 6
765000 1551 1449 19 6
770000 1548 1452 19 6
775000 1533 1467 19 6
780000 1537 1463 19 6
785000 1555 1445 19 6
790000 1541 1459 19 6
795000 1549 1451 19 6
800000 1556 1444 19 6
805000 1543 1457 19 6
810000 1538 1462 19 6
815000 1539 1461 19 6
820000 1540 1460 19 6
825000 1550 1450 19 6
830000 1562 1438 19 6
835000 1543 1457 19 6
840000 1538 1462 19 6
845000 1548 1452 19 6
850000 1548 1452 19 6
855000 1537 1463 19 6
860000 1547 1453 19 6
865000 1541 1459 19 6
870000 1553 1447 19 6
875000 1548 1452 19 6
880000 1543 1457 19 6
885000 1549 1451 19 6
890000 1557 1443 19 6
895000 1557 1443 19 6
900000 1545 1455 19 6
905000 1549 1451 19 6
910000 1557 1443 19 6
915000 1551 1449 19 6
920000 1541 1459 19 6
925000 1549 1451 19 6
930000 1556 1444 19 6
935000 1548 1452 19 6
940000 1549 1451 19 6
945000 1567 1433 19 6
950000 1545 1455 19 6
955000 1544 1456 19 6
960000 1554 1446 19 6
965000 1571 1429 19 6
970000 1553 1447 19 6
975000 1553 1447 19 6
980000 1570 1430 19 6
985000 1560 1440 19 6
990000 1559 1441 19 6
995000 1558 1442 19 6
1000000 1565 1435 19 6
1005000 1566 1434 19 6
1010000 1567 1433 19 6
1015000 1567 1433 19 6
1020000 1567 1433 19 6
1025000 1554 1446 19 6
1030000 1562 1438 19 6
1035000 1569 1431 19 6
1040000 1567 1433 19 6
1045000 1586 1414 19 6
1050000 1577 1423 19 6
1055000 1572 1428 19 6
1060000 1579 1421 19 6
1065000 1576 1424 19 6
1070000 1576 1424 19 6
1075000 1578 1422 19 6
1080000 1574 1426 19 6
1085000 1574 1426 19 6
1090000 1570 1430 19 6
1095000 1577 1423 19 6
1100000 1577 1423 19 6
1105000 1574 1426 19 6
1110000 1578 1422 19 6
1115000 1589 1411 19 6
1120000 1589 1411 19 6
1125000 1582 1418 19 6
1130000 1589 1411 19 6
1135000 1590 1410 19 6
1140000 1583 1417 19 6
1145000 1585 1415 19 6
1150000 1573 1427 19 6
1155000 1588 1412 19 6
1160000 1598 1402 19 6
1165000 1594 1406 19 6
1170000 1590 1410 19 6
1175000 1588 1412 19 6
1180000 1590 1410 19 6
1185000 1599 1401 19 6
1190000 1586 1414 19 6
1195000 1586 1414 19 6
1200000 1591 1409 19 6
1205000 1600 1400 19 6
1210000 1608 1392 19 6
1215000 1598 1402 19 6
1220000 1599 1401 19 6
1225000 1601 1399 19 6
1230000 1592 1408 19 6
1235000 1591 1409 19 6
1240000 1595 1405 19 6
1245000 1602 1398 19 6
1250000 1605 1395 19 6
1255000 1604 1396 19 6
1260000 1596 1404 19 6
1265000 1595 1405 19 6
1270000 1602 1398 19 6
1275000 1603 1397 19 6
1280000 1586 1414 19 6
1285000 1602 1398 19 6
1290000 1600 1400 19 6
1295000 1595 1405 19 6
1300000 1609 1391 19 6
1305000 1601 1399 19 6
1310000 1613 1387 19 6
1315000 1611 1389 19 6
1320000 1612 1388 19 6
1325000 1606 1394 19 6
1330000 1599 1401 19 6
1335000 1589 1411 19 6
1340000 1589 1411 19 6
1345000 1598 1402 19 6
1350000 1604 1396 19 6
1355000 1596 1404 19 6
1360000 1603 1397 19 6
1365000 1591 1409 19 6
1370000 1596 1404 19 6
1375000 1596 1404 19 6
1380000 1607 1393 19 6
1385000 1603 1397 19 6
1390000 1592 1408 19 6
1395000 1598 1402 19 6
1400000 1601 1399 19 6
1405000 1601 1399 19 6
1410000 1605 1395 19 6
1415000 1597 1403 19 6
1420000 1608 1392 20 5
1425000 1611 1389 20 5
1430000 1596 1404 20 5
1435000 1605 1395 20 5
1440000 1615 1385 20 5
1445000 1613 1387 20 5
1450000 1618 1382 20 5
1455000 1604 1396 20 5
1460000 1597 1403 20 5
1465000 1610 1390 20 5
1470000 1609 1391 20 5
1475000 1606 1394 20 5
1480000 1604 1396 20 5
1485000 1606 1394 20 5
1490000 1607 1393 20 5
1495000 1609 1391 20 5
1500000 1617 1383 20 5
1505000 1610 1390 20 5
1510000 1616 1384 20 5
1515000 1610 1390 20 5
1520000 1613 1387 20 5
1525000 1619 1381 20 5
1530000 1608 1392 20 5
1535000 1606 1394 20 5
1540000 1619 1381 20 5
1545000 1621 1379 20 5
1550000 1628 1372 20 5
1555000 1613 1387 20 5
1560000 1618 1382 20 5
1565000 1621 1379 20 5
1570000 1624 1376 20 5
1575000 1615 1385 20 5
