step h2o_in-box h2o_in-solv cd_in-box cd_in-solv
0 1227 1773 0 0
5000 1260 1740 0 0
10000 1289 1711 0 0
15000 1310 1690 0 0
20000 1307 1693 0 0
25000 1326 1674 0 0
30000 1336 1664 0 0
35000 1365 1635 0 0
40000 1368 1632 0 0
45000 1382 1618 0 0
50000 1402 1598 0 0
55000 1401 1599 0 0
60000 1427 1573 0 0
65000 1426 1574 0 0
70000 1454 1546 0 0
75000 1470 1530 0 0
80000 1469 1531 0 0
85000 1480 1520 0 0
90000 1476 1524 0 0
95000 1480 1520 0 0
100000 1505 1495 0 0
105000 1497 1503 0 0
110000 1519 1481 0 0
115000 1497 1503 0 0
120000 1514 1486 0 0
125000 1522 1478 0 0
130000 1528 1472 0 0
135000 1531 1469 0 0
140000 1537 1463 0 0
145000 1534 1466 0 0
150000 1533 1467 0 0
155000 1540 1460 0 0
160000 1530 1470 0 0
165000 1550 1450 0 0
170000 1552 1448 0 0
175000 1564 1436 0 0
180000 1568 1432 0 0
185000 1579 1421 0 0
190000 1597 1403 0 0
195000 1588 1412 0 0
200000 1598 1402 0 0
205000 1599 1401 0 0
210000 1594 1406 0 0
215000 1607 1393 0 0
220000 1617 1383 0 0
225000 1628 1372 0 0
230000 1624 1376 0 0
235000 1627 1373 0 0
240000 1642 1358 0 0
245000 1635 1365 0 0
250000 1654 1346 0 0
255000 1658 1342 0 0
260000 1660 1340 0 0
265000 1660 1340 0 0
270000 1672 1328 0 0
275000 1679 1321 0 0
280000 1685 1315 0 0
285000 1670 1330 0 0
290000 1677 1323 0 0
295000 1689 1311 0 0
300000 1687 1313 0 0
305000 1689 1311 0 0
310000 1687 1313 0 0
315000 1684 1316 0 0
320000 1676 1324 0 0
325000 1700 1300 0 0
330000 1699 1301 0 0
335000 1699 1301 0 0
340000 1685 1315 0 0
345000 1698 1302 0 0
350000 1691 1309 0 0
355000 1690 1310 0 0
360000 1701 1299 0 0
365000 1694 1306 0 0
370000 1688 1312 0 0
375000 1692 1308 0 0
380000 1702 1298 0 0
385000 1703 1297 0 0
390000 1707 1293 0 0
395000 1709 1291 0 0
400000 1706 1294 0 0
405000 1703 1297 0 0
410000 1712 1288 0 0
415000 1713 1287 0 0
420000 1718 1282 0 0
425000 1714 1286 0 0
430000 1713 1287 0 0
435000 1724 1276 0 0
440000 1709 1291 0 0
445000 1709 1291 0 0
450000 1697 1303 0 0
455000 1709 1291 0 0
460000 1694 1306 0 0
465000 1715 1285 0 0
470000 1713 1287 0 0
475000 1707 1293 0 0
480000 1704 1296 0 0
485000 1709 1291 0 0
490000 1713 1287 0 0
495000 1728 1272 0 0
500000 1723 1277 0 0
505000 1737 1263 0 0
510000 1718 1282 0 0
515000 1733 1267 0 0
520000 1727 1273 0 0
525000 1746 1254 0 0
530000 1736 1264 0 0
535000 1748 1252 0 0
540000 1742 1258 0 0
545000 1753 1247 0 0
550000 1735 1265 0 0
555000 1746 1254 0 0
560000 1753 1247 0 0
565000 1741 1259 0 0
570000 1735 1265 0 0
575000 1744 1256 0 0
580000 1739 1261 0 0
585000 1744 1256 0 0
590000 1747 1253 0 0
595000 1739 1261 0 0
600000 1736 1264 0 0
605000 1738 1262 0 0
610000 1733 1267 0 0
615000 1751 1249 0 0
620000 1743 1257 0 0
625000 1744 1256 0 0
630000 1737 1263 0 0
635000 1746 1254 0 0
640000 1731 1269 0 0
645000 1735 1265 0 0
650000 1747 1253 0 0
655000 1736 1264 0 0
660000 1742 1258 0 0
665000 1755 1245 0 0
670000 1744 1256 0 0
675000 1743 1257 0 0
680000 1757 1243 0 0
685000 1759 1241 0 0
690000 1753 1247 0 0
695000 1757 1243 0 0
700000 1758 1242 0 0
705000 1750 1250 0 0
710000 1749 1251 0 0
715000 1761 1239 0 0
720000 1764 1236 0 0
725000 1763 1237 0 0
730000 1767 1233 0 0
735000 1753 1247 0 0
740000 1759 1241 0 0
745000 1771 1229 0 0
750000 1761 1239 0 0
755000 1773 1227 0 0
760000 1771 1229 0 0
765000 1777 1223 0 0
770000 1771 1229 0 0
775000 1761 1239 0 0
780000 1765 1235 0 0
785000 1768 1232 0 0
790000 1764 1236 0 0
795000 1768 1232 0 0
800000 1764 1236 0 0
805000 1774 1226 0 0
810000 1773 1227 0 0
815000 1772 1228 0 0
820000 1773 1227 0 0
825000 1782 1218 0 0
830000 1775 1225 0 0
835000 1782 1218 0 0
840000 1780 1220 0 0
845000 1786 1214 0 0
850000 1789 1211 0 0
855000 1795 1205 0 0
860000 1791 1209 0 0
865000 1789 1211 0 0
870000 1781 1219 0 0
875000 1790 1210 0 0
880000 1787 1213 0 0
885000 1789 1211 0 0
890000 1801 1199 0 0
895000 1788 1212 0 0
900000 1799 1201 0 0
905000 1801 1199 0 0
910000 1798 1202 0 0
915000 1800 1200 0 0
920000 1811 1189 0 0
925000 1788 1212 0 0
930000 1797 1203 0 0
935000 1803 1197 0 0
940000 1802 1198 0 0
945000 1801 1199 0 0
950000 1804 1196 0 0
955000 1804 1196 0 0
960000 1790 1210 0 0
965000 1805 1195 0 0
970000 1782 1218 0 0
975000 1799 1201 0 0
980000 1804 1196 0 0
985000 1803 1197 0 0
990000 1806 1194 0 0
995000 1808 1192 0 0
1000000 1793 1207 0 0
