step h2o_in-box h2o_in-solv cd_in-box cd_in-solv
0 1102 1898 83 67
5000 1111 1889 83 67
10000 1100 1900 83 67
15000 1104 1896 83 67
20000 1096 1904 83 67
25000 1091 1909 83 67
30000 1100 1900 83 67
35000 1092 1908 83 67
40000 1097 1903 83 67
45000 1095 1905 83 67
50000 1096 1904 83 67
55000 1097 1903 83 67
60000 1100 1900 83 67
65000 1094 1906 83 67
70000 1098 1902 83 67
75000 1101 1899 83 67
80000 1095 1905 83 67
85000 1098 1902 83 67
90000 1103 1897 83 67
95000 1097 1903 83 67
100000 1095 1905 83 67
105000 1101 1899 83 67
110000 1101 1899 83 67
115000 1098 1902 83 67
120000 1091 1909 83 67
125000 1093 1907 82 68
130000 1091 1909 83 67
135000 1092 1908 82 68
140000 1091 1909 82 68
145000 1091 1909 82 68
150000 1095 1905 83 67
155000 1095 1905 82 68
160000 1092 1908 82 68
165000 1097 1903 82 68
170000 1094 1906 82 68
175000 1095 1905 83 67
180000 1098 1902 83 67
185000 1093 1907 83 67
190000 1099 1901 83 67
195000 1099 1901 82 68
200000 1101 1899 83 67
205000 1101 1899 83 67
210000 1108 1892 84 66
215000 1106 1894 82 68
220000 1105 1895 83 67
225000 1105 1895 82 68
230000 1103 1897 83 67
235000 1112 1888 83 67
240000 1101 1899 83 67
245000 1106 1894 83 67
250000 1101 1899 83 67
255000 1108 1892 83 67
260000 1100 1900 83 67
265000 1100 1900 83 67
270000 1099 1901 83 67
275000 1101 1899 83 67
280000 1100 1900 83 67
285000 1095 1905 83 67
290000 1104 1896 83 67
295000 1094 1906 83 67
300000 1093 1907 83 67
305000 1102 1898 83 67
310000 1096 1904 83 67
315000 1099 1901 83 67
320000 1098 1902 83 67
325000 1096 1904 83 67
330000 1098 1902 83 67
335000 1101 1899 83 67
340000 1094 1906 83 67
345000 1094 1906 83 67
350000 1097 1903 83 67
355000 1100 1900 83 67
360000 1101 1899 83 67
365000 1097 1903 83 67
370000 1100 1900 83 67
375000 1102 1898 83 67
380000 1097 1903 83 67
385000 1093 1907 83 67
390000 1102 1898 83 67
395000 1098 1902 83 67
400000 1095 1905 83 67
405000 1104 1896 83 67
410000 1100 1900 83 67
415000 1099 1901 83 67
420000 1104 1896 83 67
425000 1099 1901 83 67
430000 1103 1897 83 67
435000 1095 1905 83 67
440000 1096 1904 83 67
445000 1099 1901 83 67
450000 1096 1904 83 67
455000 1104 1896 83 67
460000 1104 1896 83 67
465000 1100 1900 83 67
470000 1097 1903 83 67
475000 1100 1900 83 67
480000 1107 1893 83 67
485000 1099 1901 83 67
490000 1099 1901 83 67
495000 1105 1895 83 67
500000 1111 1889 83 67
505000 1104 1896 83 67
510000 1108 1892 83 67
515000 1102 1898 83 67
520000 1103 1897 83 67
525000 1104 1896 83 67
530000 1106 1894 83 67
535000 1105 1895 83 67
540000 1104 1896 83 67
545000 1104 1896 83 67
550000 1106 1894 83 67
555000 1099 1901 83 67
560000 1103 1897 83 67
565000 1108 1892 83 67
570000 1104 1896 83 67
575000 1100 1900 83 67
580000 1103 1897 83 67
585000 1104 1896 83 67
590000 1107 1893 83 67
595000 1111 1889 83 67
600000 1111 1889 83 67
605000 1113 1887 84 66
610000 1118 1882 83 67
615000 1116 1884 84 66
620000 1117 1883 84 66
625000 1117 1883 84 66
630000 1111 1889 84 66
635000 1110 1890 84 66
640000 1107 1893 83 67
645000 1115 1885 84 66
650000 1117 1883 84 66
655000 1106 1894 83 67
660000 1113 1887 84 66
665000 1117 1883 84 66
670000 1111 1889 84 66
675000 1110 1890 84 66
680000 1109 1891 84 66
685000 1107 1893 84 66
690000 1116 1884 84 66
695000 1118 1882 84 66
700000 1108 1892 83 67
705000 1111 1889 83 67
710000 1113 1887 84 66
715000 1115 1885 83 67
720000 1126 1874 84 66
725000 1127 1873 84 66
730000 1129 1871 84 66
735000 1128 1872 84 66
740000 1125 1875 84 66
745000 1129 1871 85 65
750000 1122 1878 84 66
755000 1130 1870 84 66
760000 1131 1869 84 66
765000 1118 1882 83 67
770000 1138 1862 84 66
775000 1140 1860 84 66
780000 1138 1862 84 66
785000 1131 1869 84 66
790000 1137 1863 84 66
795000 1140 1860 84 66
800000 1133 1867 85 65
805000 1142 1858 84 66
810000 1141 1859 85 65
815000 1137 1863 85 65
820000 1141 1859 84 66
825000 1130 1870 85 65
830000 1132 1868 85 65
835000 1137 1863 85 65
840000 1132 1868 84 66
845000 1133 1867 85 65
850000 1134 1866 84 66
855000 1137 1863 84 66
860000 1126 1874 84 66
865000 1134 1866 84 66
870000 1126 1874 84 66
875000 1129 1871 84 66
880000 1129 1871 84 66
885000 1126 1874 84 66
890000 1123 1877 84 66
895000 1130 1870 84 66
900000 1128 1872 84 66
905000 1123 1877 83 67
910000 1126 1874 84 66
915000 1118 1882 83 67
920000 1120 1880 84 66
925000 1120 1880 84 66
930000 1125 1875 84 66
935000 1125 1875 84 66
940000 1128 1872 84 66
945000 1125 1875 84 66
950000 1120 1880 84 66
955000 1127 1873 84 66
960000 1125 1875 84 66
965000 1129 1871 84 66
970000 1130 1870 84 66
975000 1126 1874 84 66
980000 1127 1873 84 66
985000 1130 1870 84 66
990000 1132 1868 84 66
995000 1127 1873 84 66
1000000 1134 1866 84 66
1005000 1132 1868 84 66
1010000 1133 1867 84 66
1015000 1141 1859 84 66
1020000 1135 1865 84 66
1025000 1131 1869 84 66
1030000 1137 1863 84 66
1035000 1138 1862 84 66
1040000 1140 1860 84 66
1045000 1141 1859 84 66
1050000 1136 1864 84 66
1055000 1137 1863 84 66
1060000 1140 1860 84 66
1065000 1133 1867 84 66
1070000 1131 1869 84 66
1075000 1133 1867 84 66
1080000 1136 1864 84 66
1085000 1140 1860 84 66
1090000 1140 1860 84 66
1095000 1136 1864 84 66
1100000 1133 1867 84 66
1105000 1133 1867 84 66
1110000 1131 1869 84 66
1115000 1135 1865 84 66
1120000 1136 1864 84 66
1125000 1135 1865 84 66
1130000 1136 1864 84 66
1135000 1146 1854 84 66
1140000 1146 1854 84 66
1145000 1140 1860 84 66
1150000 1145 1855 84 66
1155000 1143 1857 84 66
1160000 1140 1860 84 66
1165000 1139 1861 84 66
1170000 1145 1855 84 66
1175000 1143 1857 84 66
1180000 1142 1858 84 66
1185000 1134 1866 84 66
1190000 1130 1870 84 66
1195000 1138 1862 84 66
1200000 1135 1865 84 66
1205000 1126 1874 84 66
1210000 1134 1866 84 66
1215000 1141 1859 84 66
1220000 1130 1870 84 66
1225000 1130 1870 84 66
1230000 1137 1863 84 66
1235000 1134 1866 84 66
1240000 1139 1861 84 66
1245000 1139 1861 84 66
1250000 1140 1860 84 66
1255000 1146 1854 84 66
1260000 1146 1854 84 66
1265000 1145 1855 84 66
1270000 1149 1851 84 66
1275000 1146 1854 84 66
1280000 1145 1855 84 66
1285000 1152 1848 84 66
1290000 1150 1850 84 66
1295000 1143 1857 84 66
1300000 1147 1853 84 66
1305000 1152 1848 84 66
1310000 1147 1853 84 66
1315000 1145 1855 84 66
1320000 1148 1852 84 66
1325000 1153 1847 84 66
1330000 1148 1852 84 66
1335000 1146 1854 84 66
1340000 1147 1853 84 66
1345000 1150 1850 84 66
1350000 1148 1852 84 66
1355000 1149 1851 84 66
1360000 1144 1856 84 66
1365000 1152 1848 84 66
1370000 1147 1853 84 66
1375000 1143 1857 84 66
1380000 1144 1856 84 66
1385000 1152 1848 84 66
1390000 1144 1856 84 66
1395000 1143 1857 84 66
1400000 1144 1856 84 66
1405000 1144 1856 84 66
1410000 1155 1845 84 66
1415000 1141 1859 84 66
1420000 1143 1857 84 66
1425000 1143 1857 84 66
1430000 1142 1858 84 66
1435000 1140 1860 84 66
1440000 1139 1861 84 66
1445000 1146 1854 84 66
1450000 1141 1859 84 66
1455000 1146 1854 84 66
1460000 1142 1858 84 66
1465000 1151 1849 84 66
1470000 1143 1857 84 66
1475000 1141 1859 84 66
1480000 1142 1858 84 66
1485000 1141 1859 84 66
1490000 1136 1864 84 66
1495000 1137 1863 84 66
1500000 1142 1858 84 66
1505000 1143 1857 84 66
1510000 1140 1860 84 66
1515000 1136 1864 84 66
1520000 1133 1867 84 66
1525000 1132 1868 84 66
1530000 1131 1869 84 66
1535000 1144 1856 85 65
1540000 1152 1848 85 65
1545000 1147 1853 85 65
1550000 1143 1857 85 65
1555000 1144 1856 85 65
1560000 1143 1857 85 65
1565000 1139 1861 85 65
1570000 1140 1860 85 65
1575000 1144 1856 85 65
1580000 1139 1861 85 65
1585000 1138 1862 85 65
1590000 1138 1862 85 65
1595000 1147 1853 85 65
1600000 1148 1852 85 65
1605000 1142 1858 85 65
1610000 1154 1846 85 65
1615000 1147 1853 85 65
1620000 1143 1857 85 65
1625000 1147 1853 85 65
1630000 1148 1852 85 65
1635000 1141 1859 85 65
1640000 1138 1862 85 65
1645000 1147 1853 85 65
1650000 1149 1851 85 65
1655000 1147 1853 85 65
1660000 1151 1849 85 65
1665000 1148 1852 85 65
1670000 1151 1849 85 65
1675000 1154 1846 85 65
1680000 1148 1852 85 65
1685000 1141 1859 85 65
1690000 1144 1856 85 65
1695000 1154 1846 85 65
1700000 1150 1850 85 65
1705000 1149 1851 84 66
1710000 1145 1855 84 66
1715000 1150 1850 84 66
1720000 1150 1850 85 65
1725000 1153 1847 85 65
1730000 1147 1853 85 65
1735000 1144 1856 85 65
1740000 1153 1847 85 65
1745000 1150 1850 85 65
1750000 1148 1852 85 65
1755000 1149 1851 85 65
1760000 1147 1853 85 65
1765000 1156 1844 85 65
1770000 1156 1844 85 65
1775000 1150 1850 85 65
