step h2o_in-box h2o_in-solv cd_in-box cd_in-solv
0 868 2132 31 19
5000 861 2139 31 19
10000 858 2142 31 19
15000 862 2138 31 19
20000 868 2132 31 19
25000 855 2145 31 19
30000 868 2132 31 19
35000 864 2136 31 19
40000 861 2139 31 19
45000 863 2137 31 19
50000 882 2118 31 19
55000 868 2132 31 19
60000 871 2129 31 19
65000 880 2120 31 19
70000 879 2121 31 19
75000 888 2112 31 19
80000 903 2097 31 19
85000 889 2111 31 19
90000 887 2113 31 19
95000 884 2116 31 19
100000 889 2111 31 19
105000 892 2108 31 19
110000 890 2110 31 19
115000 893 2107 31 19
120000 893 2107 31 19
125000 889 2111 31 19
130000 895 2105 31 19
135000 897 2103 31 19
140000 903 2097 32 18
145000 900 2100 32 18
150000 901 2099 32 18
155000 898 2102 32 18
160000 897 2103 32 18
165000 899 2101 32 18
170000 897 2103 32 18
175000 887 2113 32 18
180000 902 2098 32 18
185000 889 2111 32 18
190000 897 2103 32 18
195000 900 2100 32 18
200000 898 2102 32 18
205000 889 2111 32 18
210000 900 2100 32 18
215000 901 2099 32 18
220000 899 2101 32 18
225000 899 2101 32 18
230000 900 2100 32 18
235000 901 2099 32 18
240000 899 2101 32 18
245000 898 2102 32 18
250000 900 2100 32 18
255000 896 2104 32 18
260000 902 2098 32 18
265000 906 2094 32 18
270000 896 2104 32 18
275000 906 2094 32 18
280000 910 2090 32 18
285000 907 2093 32 18
290000 912 2088 32 18
295000 905 2095 32 18
300000 914 2086 32 18
305000 916 2084 32 18
310000 906 2094 32 18
315000 920 2080 32 18
320000 919 2081 32 18
325000 908 2092 32 18
330000 911 2089 32 18
335000 909 2091 32 18
340000 923 2077 32 18
345000 913 2087 32 18
350000 906 2094 32 18
355000 911 2089 32 18
360000 907 2093 32 18
365000 915 2085 32 18
370000 910 2090 32 18
375000 923 2077 32 18
380000 917 2083 32 18
385000 920 2080 32 18
390000 916 2084 32 18
395000 919 2081 32 18
400000 914 2086 32 18
405000 925 2075 32 18
410000 921 2079 32 18
415000 913 2087 32 18
420000 914 2086 32 18
425000 912 2088 32 18
430000 931 2069 32 18
435000 914 2086 32 18
440000 913 2087 32 18
445000 922 2078 32 18
450000 911 2089 32 18
455000 914 2086 32 18
460000 907 2093 32 18
465000 914 2086 32 18
470000 921 2079 32 18
475000 918 2082 32 18
480000 916 2084 32 18
485000 909 2091 32 18
490000 917 2083 32 18
495000 907 2093 32 18
500000 911 2089 32 18
505000 914 2086 32 18
510000 904 2096 32 18
515000 913 2087 32 18
520000 915 2085 32 18
525000 909 2091 32 18
530000 914 2086 32 18
535000 916 2084 32 18
540000 922 2078 32 18
545000 912 2088 32 18
550000 919 2081 32 18
555000 921 2079 32 18
560000 925 2075 32 18
565000 932 2068 32 18
570000 921 2079 32 18
575000 917 2083 32 18
580000 917 2083 32 18
585000 918 2082 32 18
590000 915 2085 32 18
595000 916 2084 32 18
600000 922 2078 32 18
605000 919 2081 32 18
610000 911 2089 32 18
615000 919 2081 32 18
620000 918 2082 32 18
625000 918 2082 32 18
630000 914 2086 32 18
635000 913 2087 32 18
640000 914 2086 32 18
645000 925 2075 32 18
650000 926 2074 32 18
655000 917 2083 32 18
660000 909 2091 32 18
665000 909 2091 32 18
